index,type,line
4037,true,the character BLANK is overwhelmed by his delusions
4038,true,collision of probability has caused the rapid change to the scenario
4039,true,character BLANK detests this space
4040,false,poseidon you are making a fight between children into one between adults
4041,true,clear condition for the applicable scenario will change depending on the camp you have chosen to side with
4042,false,rat turning into a person
4043,false,oh dear lord NEBULA might be finished at this rate
4044,true,will you continue with the dream
4045,false,do you see the difference in status now
4046,false,i shall give up on BLANK
4047,false,now everyone dont be too excited isnt it okay to listen to the words of the prey shouldnt you have some patience with your food
4048,false,mmm this is troublesome we cant reenact BLANK in this place either
4049,true,giant story BLANK is looking at the demon kings with greedy eyes
4050,true,the constellation BLANK is angry at you
4051,true,you have been assigned a hidden scenario
4052,false,hold up
4053,true,story BLANK is currently in an illegible state
4054,true,you have contributed greatly to the attribute of BLANK
4055,false,are you the demon king of salvation
4056,true,deep night has arrived
4057,false,huh what
4058,true,the constellation BLANK remembers him
4059,false,im sorry the road was a bit rougher than i thought
4060,false,kuwaaaaahk
4061,true,the constellation BLANK is asking for your help
4062,true,the character BLANK has stiffened because of fighter transformation
4063,true,the constellation BLANK says that han sooyoung never used you as a shield
4064,false,ohhhhhh
4065,false,what i want do you believe that this self wishes something from you dear bodhisattva
4066,false,just one word is it are you perchance speaking of this one
4067,true,that is the end of the story you have created
4068,true,the fourth wall is shaking nervously
4069,true,the main scenario has ended
4070,true,the constellation BLANK is pleased with your mettle
4071,false,i sincerely thank the constellations of the absolute evil system and the demon kings who gave me this award the maternal sponsor behind me the dokkaebi who operated the channel and
4072,true,the character BLANK has started to trust you
4073,true,the constellation BLANK is warning incarnation BLANK not to be too friendly
4074,true,the scenario location for you and your companions has been decided
4075,true,one minute of BLANK activation time remaining
4076,true,the constellation BLANK is confused by your judgment
4077,true,BLANK complete story has been extracted
4078,false,many audience members are resonating with the theme of ive become the retired sssssgrade sun wukong
4079,true,the constellation BLANK nods at your reasoning
4080,false,it is a disappointing decision from a sellers position this time a new model came out and i was going to give you a free one
4081,false,you said it yourself havent you
4082,false,the decision is yours however you will definitely need olympus well until we meet again
4083,false,ku a a a ah
4084,false,i will protect you i promised in my name
4085,false,i lived long enough to see the day the day when a man like you believes he can fight against that god
4086,true,the constellation BLANK hates spoilers
4087,false,grab that guy
4088,true,the third night has arrived
4089,false,these faces arent too bad either
4090,true,main scenario 0  proof of worth has begun
4091,true,the constellation BLANK is anticipating your choice
4092,true,if there is no killing taking place in the next three minutes all incarnation bodies within the cabin will be exterminated
4093,true,the constellation BLANK says it is a bit painful
4094,true,please choose your path well
4095,false,0 addressed him again
4096,false,queen of the underworld did you win some coins just now
4097,false,i am the spear that draws the boundaries of the sea poseidon
4098,true,story BLANK is growling threateningly
4099,false,theresonlyonetheresonlyonetheresonlyone
4100,true,the constellation BLANK is astounded
4101,true,the constellation BLANK steps back while protecting her tail
4102,false,get this thing off it isnt a story and should fuck off
4103,true,constellations of the BLANK are watching this scenario
4104,true,the sponsor of incarnation BLANK is looking at you
4105,false,s streamer from the hell of this terrible scenario i will free the slaves
4106,false,you lowly creatures from the underground dare to
4107,false, the bear doesnt talk to the fish
4108,true,the constellation BLANK is laughing quietly
4109,true,the constellation BLANK respects the opinion of her incarnation
4110,false,you know back when you asked us for help so bimawen and i lent you our powers
4111,true,your stories are resisting against the control of the BLANK
