type,line
true,dokkaebi blank has given you 0 coins
true,the theater owner is satisfied with the changed ending of the movie
true,the constellation BLANK is supporting your battle
false,the fight against the poisoner the fight against antinus and the fight against the disaster of questions there is one thing these three fights have in common
true,the constellation blank hates the character blank
true,you have been exposed to a poisonous fog
true,0 karma points have been consumed
true,the small planets constellation is embarrassed
true,the durability of the external enhanced suit has decreased dramatically
true,the fourth main scenario is activated
true,some constellations are looking at you with disgruntled eyes
true,the exclusive skill fourth wall has blocked sages eye
true,you have experienced the first person supporting role viewpoint
